Employee ID,Tools and Software Usage,System Downtime,Technical Support Requests,Survey Responses,Engagement Activity Participation,Internal Communication Metrics,Project Completion Rates,Hours Worked,Output Quality,Task Completion Time,Training Participation,Technology Utilization,Age,Gender,Tenure,Department,Job Role, Salary ,Performance Scores,Job Satisfaction Scores,Exit Reasons,,,,,,,,,,,,
531,9,0.4601,3,8,2,8,0.84,31,9,4,FALSE,1,40,Female,9,Sales,Assistant," $40,000 ",2,7,N/A,,,,,,,,,,,,
532,1,4.8095,1,1,1,5,0.5,44,6,5,TRUE,6,37,Male,9,Sales,Analyst," $40,000 ",2,10,Relocation,,,,,,,,,,,,
533,5,2.4806,4,10,2,6,0.5,39,4,5,TRUE,7,26,Female,2,Sales,Manager," $40,000 ",5,9,Career Change,,,,,,,,,,,,
534,9,0.0000,9,3,3,8,0.78,44,9,10,TRUE,4,56,Male,19,HR,Manager," $40,000 ",5,5,N/A,,,,,,,,,,,,
535,4,4.8056,0,1,0,2,0.5,39,5,8,FALSE,2,33,Male,8,Sales,Clerk," $40,000 ",2,6,N/A,,,,,,,,,,,,
536,5,1.4990,9,9,2,3,0.52,46,5,11,TRUE,10,46,Female,14,HR,Executive," $40,000 ",2,1,Personal Reasons,,,,,,,,,,,,
537,4,3.4103,0,10,0,9,0.81,38,8,4,FALSE,9,42,Female,10,Sales,Executive," $40,000 ",4,6,Relocation,,,,,,,,,,,,
538,2,2.9845,9,9,1,5,1,47,8,14,FALSE,7,57,Male,16,HR,Analyst," $40,000 ",2,2,Relocation,,,,,,,,,,,,
539,10,0.0000,3,7,0,5,0.97,33,10,6,FALSE,1,44,Female,16,Marketing,Assistant," $40,000 ",3,6,Relocation,,,,,,,,,,,,
540,2,4.4311,6,8,2,9,0.88,38,9,4,FALSE,8,37,Female,13,Marketing,Analyst," $40,000 ",1,9,Personal Reasons,,,,,,,,,,,,
541,2,4.0793,1,1,0,10,1,45,8,13,FALSE,3,60,Male,17,Finance,Manager," $40,000 ",2,8,N/A,,,,,,,,,,,,
542,1,4.5206,1,5,0,3,0.82,33,7,3,FALSE,4,63,Male,21,HR,Manager," $42,749 ",5,9,Career Change,,,,,,,,,,,,
543,3,1.8937,0,2,0,4,0.64,45,6,8,FALSE,5,60,Female,20,IT,Executive," $40,000 ",3,10,Relocation,,,,,,,,,,,,
544,10,1.1404,4,1,1,7,1,48,10,9,TRUE,1,35,Male,9,Finance,Assistant," $40,000 ",5,8,Retirement,,,,,,,,,,,,
545,1,4.9381,5,3,1,2,0.61,30,8,6,FALSE,6,52,Male,11,Marketing,Clerk," $40,000 ",3,3,Personal Reasons,,,,,,,,,,,,
546,4,4.5822,5,7,2,8,0.62,35,7,5,FALSE,10,26,Male,5,HR,Assistant," $40,000 ",2,8,Higher Salary,,,,,,,,,,,,
547,1,4.3761,1,1,0,5,0.96,39,10,9,TRUE,6,56,Male,12,Sales,Manager," $40,000 ",1,6,Career Change,,,,,,,,,,,,
548,4,3.6235,6,2,0,1,0.72,45,8,10,FALSE,2,44,Male,16,IT,Clerk," $40,000 ",5,6,Retirement,,,,,,,,,,,,
549,3,4.0022,5,2,0,3,0.55,33,7,6,TRUE,10,50,Male,19,Marketing,Assistant," $40,000 ",3,6,Relocation,,,,,,,,,,,,
550,9,0.0000,7,4,1,9,0.84,42,8,11,TRUE,6,64,Male,23,Finance,Assistant," $40,000 ",4,3,Higher Salary,,,,,,,,,,,,
551,1,5.0000,5,3,0,5,1,45,7,8,FALSE,8,32,Female,3,HR,Clerk," $40,000 ",2,10,Career Change,,,,,,,,,,,,
552,8,1.1595,8,3,1,8,1,49,5,9,FALSE,6,39,Male,14,IT,Manager," $40,000 ",1,1,Personal Reasons,,,,,,,,,,,,
553,9,0.9586,9,10,3,1,0.5,35,4,10,TRUE,4,33,Female,16,HR,Assistant," $40,000 ",2,4,Higher Salary,,,,,,,,,,,,
554,7,1.8958,1,5,0,7,1,40,5,8,FALSE,4,30,Female,12,Sales,Clerk," $40,000 ",4,10,N/A,,,,,,,,,,,,
555,1,1.7282,6,3,0,7,0.5,32,4,4,TRUE,9,31,Female,2,Finance,Manager," $40,000 ",1,6,Higher Salary,,,,,,,,,,,,
556,4,4.7350,4,7,0,8,0.99,49,9,8,TRUE,6,38,Male,16,HR,Clerk," $40,000 ",4,10,Retirement,,,,,,,,,,,,
557,10,0.0000,0,5,2,3,0.66,39,8,7,FALSE,8,59,Male,17,Marketing,Clerk," $40,000 ",2,2,Career Change,,,,,,,,,,,,
558,1,2.0726,2,4,0,1,0.51,30,7,1,TRUE,8,28,Female,7,Finance,Assistant," $40,000 ",3,7,Retirement,,,,,,,,,,,,
559,4,1.9209,3,3,1,9,0.86,49,10,8,FALSE,7,34,Male,11,Marketing,Manager," $40,000 ",2,7,Retirement,,,,,,,,,,,,
560,3,3.4531,1,4,0,1,0.59,40,5,7,FALSE,3,61,Female,15,HR,Assistant," $40,000 ",2,4,Relocation,,,,,,,,,,,,
561,2,5.0000,6,2,0,6,0.91,41,9,7,TRUE,10,63,Male,18,Finance,Analyst," $40,517 ",2,4,Personal Reasons,,,,,,,,,,,,
562,1,3.1952,0,1,0,9,1,43,10,6,TRUE,1,30,Male,13,Marketing,Analyst," $40,000 ",5,1,Higher Salary,,,,,,,,,,,,
563,6,1.0627,2,3,0,2,1,37,4,6,FALSE,5,48,Female,16,Sales,Manager," $40,000 ",4,2,Career Change,,,,,,,,,,,,
564,7,3.0297,8,2,1,4,0.5,40,5,10,FALSE,10,23,Female,7,Sales,Clerk," $40,000 ",4,9,N/A,,,,,,,,,,,,
565,6,2.3203,1,1,0,2,0.62,33,5,8,FALSE,10,26,Female,8,HR,Assistant," $40,000 ",4,10,Personal Reasons,,,,,,,,,,,,
566,9,1.7061,4,1,0,4,0.5,36,5,7,TRUE,2,50,Male,11,Finance,Assistant," $40,000 ",5,8,Personal Reasons,,,,,,,,,,,,
567,9,3.3595,3,2,0,2,0.75,39,8,7,FALSE,10,58,Female,16,IT,Manager," $40,000 ",3,8,Career Change,,,,,,,,,,,,
568,2,5.0000,2,9,2,1,0.61,48,6,9,TRUE,2,59,Male,12,Finance,Manager," $40,000 ",2,9,Personal Reasons,,,,,,,,,,,,
569,2,3.8946,4,5,0,3,0.5,33,4,7,TRUE,7,40,Male,15,Sales,Analyst," $40,000 ",3,7,Relocation,,,,,,,,,,,,
570,9,0.0000,5,9,2,8,0.5,31,4,6,TRUE,3,29,Male,2,Marketing,Executive," $40,000 ",5,9,Personal Reasons,,,,,,,,,,,,
571,1,4.8234,0,8,1,5,0.56,47,5,10,FALSE,8,22,Female,9,IT,Manager," $40,000 ",4,10,Relocation,,,,,,,,,,,,
572,5,1.1259,1,6,3,4,0.81,43,8,9,TRUE,9,43,Female,15,HR,Executive," $40,000 ",2,2,Higher Salary,,,,,,,,,,,,
573,1,3.4706,0,1,0,5,0.5,45,4,6,FALSE,8,38,Female,15,IT,Manager," $40,000 ",1,6,Higher Salary,,,,,,,,,,,,
574,7,1.6253,2,10,4,6,0.76,40,8,7,TRUE,6,28,Male,8,HR,Clerk," $40,000 ",1,3,Retirement,,,,,,,,,,,,
575,9,0.7526,7,5,0,6,0.72,39,7,8,FALSE,5,46,Male,16,IT,Clerk," $40,000 ",3,6,Relocation,,,,,,,,,,,,
576,6,1.6173,7,1,0,5,0.56,46,7,7,FALSE,3,25,Female,7,HR,Analyst," $40,000 ",4,3,N/A,,,,,,,,,,,,
577,2,4.0178,3,7,0,6,0.59,43,7,7,TRUE,3,57,Male,13,HR,Analyst," $40,000 ",1,8,Higher Salary,,,,,,,,,,,,
578,6,3.4257,5,10,0,9,0.56,33,6,6,FALSE,7,27,Male,12,IT,Executive," $40,000 ",3,4,Personal Reasons,,,,,,,,,,,,
579,9,0.7954,8,8,1,5,1,48,10,9,TRUE,5,52,Female,15,IT,Manager," $40,000 ",5,10,Career Change,,,,,,,,,,,,
580,3,2.8344,6,8,1,6,1,31,8,6,TRUE,6,40,Female,7,HR,Assistant," $40,000 ",3,6,Career Change,,,,,,,,,,,,
581,9,0.0000,1,7,1,4,0.88,36,9,5,TRUE,6,60,Female,16,Sales,Analyst," $40,000 ",3,9,Relocation,,,,,,,,,,,,
582,8,0.0398,1,2,1,3,1,38,10,9,TRUE,9,48,Male,13,IT,Assistant," $40,000 ",3,2,N/A,,,,,,,,,,,,
583,7,1.1657,2,5,1,6,0.92,48,10,9,TRUE,1,31,Male,10,Finance,Assistant," $40,000 ",2,2,Retirement,,,,,,,,,,,,
584,8,0.0000,7,4,1,5,0.97,45,9,9,TRUE,8,47,Male,21,Marketing,Manager," $42,909 ",3,7,Personal Reasons,,,,,,,,,,,,
585,10,0.0000,9,5,1,4,0.7,45,8,8,TRUE,10,40,Male,13,HR,Executive," $40,000 ",3,2,Relocation,,,,,,,,,,,,
586,6,2.0886,8,10,0,5,0.67,47,8,9,FALSE,5,60,Male,18,HR,Manager," $40,000 ",2,2,Career Change,,,,,,,,,,,,
587,3,2.0213,2,9,0,7,0.97,40,9,11,TRUE,6,24,Female,14,Marketing,Analyst," $40,000 ",2,4,Relocation,,,,,,,,,,,,
588,7,0.7797,8,4,0,1,0.55,36,5,6,TRUE,6,34,Male,13,Sales,Assistant," $40,000 ",5,9,Personal Reasons,,,,,,,,,,,,
589,4,1.6980,9,8,1,1,0.65,38,8,6,FALSE,1,49,Male,15,Marketing,Manager," $40,000 ",4,8,N/A,,,,,,,,,,,,
590,10,1.1876,7,8,0,1,0.51,33,6,4,FALSE,3,41,Male,10,IT,Manager," $40,000 ",1,2,N/A,,,,,,,,,,,,
591,5,3.3603,4,2,0,2,0.72,42,6,8,TRUE,6,49,Female,15,Marketing,Manager," $40,000 ",1,8,Higher Salary,,,,,,,,,,,,
592,8,1.8174,9,6,0,9,0.5,33,4,6,TRUE,9,29,Female,8,HR,Analyst," $40,000 ",3,4,Personal Reasons,,,,,,,,,,,,
593,7,1.3182,2,5,1,5,1,48,10,9,TRUE,6,62,Female,18,Marketing,Executive," $40,000 ",5,2,Higher Salary,,,,,,,,,,,,
594,7,0.0000,6,2,0,9,0.5,31,3,7,FALSE,6,60,Male,21,Finance,Manager," $40,000 ",3,10,Higher Salary,,,,,,,,,,,,
595,8,2.1389,8,10,1,5,0.73,38,7,8,TRUE,1,22,Female,4,IT,Analyst," $40,000 ",1,7,Higher Salary,,,,,,,,,,,,
596,10,0.0000,5,4,0,7,0.97,41,10,8,FALSE,9,24,Female,8,Marketing,Assistant," $40,000 ",2,6,Relocation,,,,,,,,,,,,
597,3,4.7026,2,7,1,6,0.72,31,7,10,TRUE,4,34,Female,13,HR,Clerk," $40,000 ",4,10,Career Change,,,,,,,,,,,,
598,3,1.3825,4,1,0,2,0.66,35,6,8,TRUE,2,49,Male,12,IT,Analyst," $40,000 ",5,5,N/A,,,,,,,,,,,,
599,2,5.0000,6,9,2,3,0.5,34,4,4,FALSE,1,46,Female,11,HR,Clerk," $40,000 ",2,1,Relocation,,,,,,,,,,,,
600,1,3.7597,7,10,3,5,0.66,34,7,3,TRUE,3,54,Male,15,Sales,Manager," $40,000 ",4,2,Career Change,,,,,,,,,,,,
601,10,0.0000,3,1,1,4,0.5,49,4,8,TRUE,3,59,Male,16,Finance,Manager," $40,000 ",5,8,N/A,,,,,,,,,,,,
602,6,1.3800,1,5,1,6,0.61,34,7,7,TRUE,5,27,Female,11,Sales,Analyst," $40,000 ",5,1,Personal Reasons,,,,,,,,,,,,
603,6,2.8772,9,7,1,8,0.66,33,6,5,FALSE,1,53,Male,12,Finance,Clerk," $40,000 ",1,3,N/A,,,,,,,,,,,,
604,10,1.0563,1,8,0,8,0.91,38,9,6,TRUE,7,42,Female,12,Marketing,Manager," $40,000 ",2,2,N/A,,,,,,,,,,,,
605,8,0.0000,2,2,1,3,0.5,39,5,7,TRUE,1,37,Male,18,IT,Assistant," $41,249 ",5,5,N/A,,,,,,,,,,,,
606,6,0.9516,7,4,0,4,0.87,45,8,8,FALSE,4,42,Female,13,Marketing,Executive," $40,000 ",5,4,Retirement,,,,,,,,,,,,
607,6,0.9652,0,2,1,1,0.76,39,8,3,FALSE,6,32,Female,11,Finance,Executive," $40,000 ",4,7,Personal Reasons,,,,,,,,,,,,
608,1,3.3440,6,4,0,2,0.88,39,8,9,TRUE,1,58,Female,20,Finance,Manager," $45,239 ",1,5,Relocation,,,,,,,,,,,,
609,7,3.0361,5,6,0,9,0.5,48,6,11,TRUE,7,57,Male,15,Finance,Clerk," $40,000 ",3,8,Relocation,,,,,,,,,,,,
610,7,3.0660,1,6,0,10,0.51,39,6,5,FALSE,10,56,Female,13,HR,Manager," $40,000 ",1,4,Career Change,,,,,,,,,,,,
611,10,0.6713,8,2,0,10,0.93,35,9,7,TRUE,7,40,Male,12,IT,Clerk," $40,000 ",3,6,Relocation,,,,,,,,,,,,
612,9,0.9796,4,4,0,2,0.79,46,9,6,TRUE,3,41,Female,13,Marketing,Assistant," $40,000 ",2,4,Higher Salary,,,,,,,,,,,,
613,7,2.0862,1,4,0,6,0.5,34,3,5,FALSE,4,39,Male,6,Marketing,Clerk," $40,000 ",2,2,N/A,,,,,,,,,,,,
614,8,0.7225,2,1,0,7,0.68,35,8,7,TRUE,6,62,Male,19,Sales,Manager," $40,000 ",5,1,Relocation,,,,,,,,,,,,
615,4,1.8847,6,2,1,6,0.5,44,5,10,TRUE,7,35,Female,13,Finance,Assistant," $40,000 ",2,1,Career Change,,,,,,,,,,,,
616,9,0.7940,6,3,0,8,0.8,48,8,11,FALSE,4,36,Female,8,Finance,Analyst," $40,000 ",5,8,Career Change,,,,,,,,,,,,
617,1,5.0000,9,5,0,9,1,47,10,9,TRUE,10,52,Female,16,Finance,Executive," $40,000 ",1,4,Higher Salary,,,,,,,,,,,,
618,8,0.1871,0,8,2,8,0.86,33,9,9,TRUE,9,22,Female,9,Marketing,Manager," $40,000 ",2,5,Career Change,,,,,,,,,,,,
619,3,3.7820,9,6,0,5,0.5,37,2,6,TRUE,9,24,Female,8,Sales,Manager," $40,000 ",1,8,Retirement,,,,,,,,,,,,
620,1,4.3927,3,3,0,8,1,45,8,8,FALSE,9,37,Male,13,HR,Manager," $40,000 ",1,7,N/A,,,,,,,,,,,,
621,2,4.3325,5,6,1,10,1,48,10,4,TRUE,10,44,Female,12,IT,Assistant," $40,000 ",2,8,N/A,,,,,,,,,,,,
622,6,1.6600,7,7,1,10,0.74,49,8,9,FALSE,6,32,Female,6,HR,Analyst," $40,000 ",1,8,N/A,,,,,,,,,,,,
623,5,3.5139,2,6,1,9,0.71,32,6,7,FALSE,2,33,Male,8,Marketing,Clerk," $40,000 ",2,6,Personal Reasons,,,,,,,,,,,,
624,3,2.7737,2,10,2,8,0.5,39,1,8,TRUE,2,31,Female,7,Finance,Analyst," $40,000 ",2,10,Relocation,,,,,,,,,,,,
625,9,0.5328,7,6,3,2,0.5,31,1,4,FALSE,4,53,Female,15,IT,Assistant," $47,479 ",2,2,Retirement,,,,,,,,,,,,
626,8,1.7643,7,1,1,2,0.86,33,8,8,TRUE,9,37,Male,14,Marketing,Manager," $40,000 ",3,6,Relocation,,,,,,,,,,,,
627,3,2.9691,7,3,0,3,0.59,35,5,6,TRUE,3,29,Female,4,Marketing,Executive," $40,000 ",1,1,Retirement,,,,,,,,,,,,
628,2,4.7653,0,7,2,7,0.69,40,7,9,TRUE,6,59,Female,18,Marketing,Manager," $40,000 ",4,1,Relocation,,,,,,,,,,,,
629,8,1.7211,7,4,1,9,0.9,43,9,9,FALSE,2,33,Female,6,IT,Clerk," $40,000 ",2,3,Higher Salary,,,,,,,,,,,,
630,5,3.7013,7,4,0,8,0.59,45,8,11,TRUE,1,45,Male,11,IT,Executive," $40,000 ",1,3,Career Change,,,,,,,,,,,,
631,9,2.2036,1,7,0,9,0.72,48,8,10,TRUE,5,49,Female,16,Sales,Manager," $40,000 ",5,5,Career Change,,,,,,,,,,,,
632,1,3.9657,8,9,2,6,0.68,31,6,7,TRUE,8,29,Male,5,Sales,Executive," $40,000 ",2,1,Higher Salary,,,,,,,,,,,,
633,10,0.0000,6,2,0,1,0.52,46,6,9,FALSE,10,49,Female,16,HR,Analyst," $40,000 ",2,10,Retirement,,,,,,,,,,,,
634,3,3.9506,7,9,1,4,0.88,38,9,6,FALSE,10,57,Male,13,IT,Assistant," $40,000 ",4,6,Personal Reasons,,,,,,,,,,,,
635,5,3.2985,1,3,0,6,0.71,46,8,10,TRUE,2,47,Female,16,IT,Manager," $40,000 ",3,7,Retirement,,,,,,,,,,,,
636,2,5.0000,3,6,2,6,0.62,44,6,11,TRUE,10,29,Male,4,IT,Clerk," $40,000 ",3,10,Career Change,,,,,,,,,,,,
637,3,5.0000,6,4,0,8,0.5,36,4,5,TRUE,9,49,Male,12,Sales,Analyst," $40,000 ",2,3,Personal Reasons,,,,,,,,,,,,
638,4,2.2733,5,1,0,1,0.94,48,9,9,TRUE,8,49,Male,20,Marketing,Manager," $43,542 ",1,4,Relocation,,,,,,,,,,,,
639,4,4.9740,6,9,2,2,0.5,32,5,6,FALSE,3,58,Male,22,Finance,Analyst," $52,417 ",5,10,Personal Reasons,,,,,,,,,,,,
640,9,1.6439,0,6,1,2,0.5,30,2,7,FALSE,1,62,Male,17,Sales,Clerk," $40,000 ",5,10,Retirement,,,,,,,,,,,,
641,1,4.2166,7,8,1,6,0.66,33,5,7,FALSE,4,57,Male,18,IT,Manager," $40,000 ",1,10,Higher Salary,,,,,,,,,,,,
642,9,0.4103,6,2,1,7,0.77,47,7,11,FALSE,8,48,Female,18,Sales,Clerk," $44,443 ",2,10,Relocation,,,,,,,,,,,,
643,9,0.1753,3,7,2,2,0.91,37,9,11,FALSE,3,38,Female,13,HR,Executive," $40,000 ",5,10,Retirement,,,,,,,,,,,,
644,6,1.9931,0,6,0,5,0.71,48,9,8,FALSE,10,30,Male,8,IT,Clerk," $40,000 ",3,3,Relocation,,,,,,,,,,,,
645,1,4.8569,7,2,0,6,0.98,35,10,8,FALSE,2,54,Male,13,HR,Executive," $40,000 ",1,1,Personal Reasons,,,,,,,,,,,,
646,6,3.1379,9,2,0,4,0.56,30,4,6,TRUE,7,41,Male,14,IT,Manager," $40,000 ",4,8,Career Change,,,,,,,,,,,,
647,8,1.6341,6,4,0,1,0.73,37,6,7,TRUE,4,34,Male,13,Sales,Executive," $40,000 ",2,10,Retirement,,,,,,,,,,,,
648,5,2.7890,7,4,0,3,0.65,30,6,7,TRUE,6,49,Female,19,Marketing,Manager," $40,000 ",1,10,Higher Salary,,,,,,,,,,,,
649,5,4.3903,9,3,0,10,0.93,48,10,9,TRUE,5,50,Male,9,Finance,Manager," $40,000 ",5,2,Personal Reasons,,,,,,,,,,,,
650,1,5.0000,0,8,0,9,0.91,40,9,8,TRUE,2,34,Female,6,HR,Assistant," $40,000 ",2,1,Retirement,,,,,,,,,,,,
651,1,4.8722,4,7,0,6,0.78,44,7,6,TRUE,10,56,Female,20,Sales,Manager," $40,000 ",3,8,Higher Salary,,,,,,,,,,,,
652,8,1.6890,8,2,1,2,0.69,40,6,6,FALSE,2,27,Male,3,Marketing,Executive," $40,000 ",2,7,Retirement,,,,,,,,,,,,
653,5,2.8426,4,3,2,9,0.83,48,8,11,TRUE,9,39,Male,15,Sales,Assistant," $40,000 ",2,7,Personal Reasons,,,,,,,,,,,,
654,8,0.3313,9,10,0,4,1,39,7,9,FALSE,10,26,Female,7,HR,Assistant," $40,000 ",3,4,Retirement,,,,,,,,,,,,
655,10,0.0000,2,9,1,8,0.59,41,6,8,TRUE,2,46,Female,12,Finance,Manager," $40,000 ",3,9,Relocation,,,,,,,,,,,,
656,2,2.4886,8,5,1,10,0.5,30,4,5,FALSE,8,23,Male,7,Sales,Clerk," $40,000 ",2,6,Personal Reasons,,,,,,,,,,,,
657,4,4.5079,8,2,0,7,0.75,36,8,8,FALSE,8,31,Male,5,IT,Clerk," $40,000 ",3,2,Retirement,,,,,,,,,,,,
658,10,0.4207,3,3,0,3,1,46,10,11,TRUE,1,51,Male,17,Marketing,Assistant," $40,000 ",1,1,Career Change,,,,,,,,,,,,
659,9,0.0000,3,8,1,8,0.9,39,8,6,TRUE,1,26,Female,12,Sales,Manager," $40,000 ",3,1,Retirement,,,,,,,,,,,,
660,3,5.0000,7,4,1,4,0.77,35,7,4,TRUE,4,54,Female,18,Marketing,Clerk," $40,000 ",3,9,Relocation,,,,,,,,,,,,
661,6,3.1762,6,2,0,2,0.58,46,7,10,TRUE,2,22,Male,5,IT,Manager," $40,000 ",2,4,Higher Salary,,,,,,,,,,,,
662,7,2.1157,4,2,0,5,0.68,47,8,11,TRUE,1,39,Female,7,Finance,Manager," $40,000 ",1,5,Higher Salary,,,,,,,,,,,,
663,3,1.4557,5,6,1,1,1,34,7,7,FALSE,9,53,Female,11,Finance,Assistant," $40,000 ",4,3,Higher Salary,,,,,,,,,,,,
664,1,5.0000,2,8,1,8,1,47,10,12,TRUE,3,32,Male,5,IT,Assistant," $40,000 ",4,4,Career Change,,,,,,,,,,,,
665,2,2.9162,5,7,2,8,0.62,46,6,12,FALSE,1,42,Male,12,Marketing,Analyst," $40,000 ",5,8,Relocation,,,,,,,,,,,,
666,10,0.0279,7,4,0,3,1,45,7,8,FALSE,2,47,Female,14,Sales,Clerk," $40,000 ",3,4,Personal Reasons,,,,,,,,,,,,
667,7,2.6465,9,2,0,1,1,37,7,7,FALSE,8,46,Female,16,IT,Clerk," $40,000 ",3,9,Higher Salary,,,,,,,,,,,,
668,7,0.0000,8,9,4,4,0.76,42,8,7,TRUE,5,43,Male,7,HR,Clerk," $40,000 ",1,9,Relocation,,,,,,,,,,,,
669,1,4.3054,2,4,0,9,1,45,9,6,TRUE,7,48,Male,18,Marketing,Executive," $44,346 ",4,6,Retirement,,,,,,,,,,,,
670,10,0.0000,7,9,0,9,1,40,10,6,TRUE,6,34,Male,12,Finance,Manager," $40,000 ",5,2,Career Change,,,,,,,,,,,,
671,7,0.9655,2,5,2,1,0.5,35,5,8,TRUE,1,54,Male,15,IT,Assistant," $40,000 ",1,10,Relocation,,,,,,,,,,,,
672,10,0.0000,1,7,2,7,1,32,10,7,TRUE,6,55,Male,12,Finance,Clerk," $40,000 ",3,7,Relocation,,,,,,,,,,,,
673,6,0.0000,4,5,1,6,0.74,30,8,7,TRUE,7,62,Female,22,Marketing,Analyst," $50,834 ",4,9,Personal Reasons,,,,,,,,,,,,
674,6,0.2141,3,2,1,7,1,47,7,14,FALSE,4,56,Female,15,Finance,Clerk," $40,000 ",5,6,Relocation,,,,,,,,,,,,
675,7,2.4316,4,6,3,7,0.72,34,6,7,TRUE,8,22,Female,6,IT,Manager," $40,000 ",2,3,Personal Reasons,,,,,,,,,,,,
676,7,0.0000,5,7,0,8,0.94,42,9,6,FALSE,8,42,Female,13,Marketing,Manager," $40,000 ",4,7,Career Change,,,,,,,,,,,,
677,1,5.0000,2,6,1,8,0.5,39,4,9,FALSE,7,27,Male,5,HR,Assistant," $40,000 ",5,5,Career Change,,,,,,,,,,,,
678,10,0.0000,0,3,2,10,0.91,34,10,5,TRUE,2,49,Male,13,IT,Executive," $40,000 ",1,1,Retirement,,,,,,,,,,,,
679,5,3.9515,3,10,4,2,1,43,10,12,TRUE,6,38,Male,13,Sales,Assistant," $40,000 ",2,3,Personal Reasons,,,,,,,,,,,,
680,8,0.0000,5,8,1,4,1,46,10,5,TRUE,6,26,Female,10,IT,Clerk," $40,000 ",5,5,Personal Reasons,,,,,,,,,,,,
681,8,1.3074,1,3,2,4,0.59,30,6,4,TRUE,7,52,Female,17,Marketing,Analyst," $40,000 ",5,7,Higher Salary,,,,,,,,,,,,
682,3,4.6495,1,5,1,10,0.74,31,5,7,TRUE,6,26,Female,4,IT,Assistant," $40,000 ",3,3,Higher Salary,,,,,,,,,,,,
683,3,2.3115,0,9,3,8,0.5,36,5,9,TRUE,2,59,Male,16,HR,Executive," $40,000 ",4,6,Retirement,,,,,,,,,,,,
684,7,0.0638,8,5,1,3,0.77,39,9,6,FALSE,8,24,Female,6,HR,Assistant," $40,000 ",3,5,Career Change,,,,,,,,,,,,
685,4,1.5299,2,7,1,3,0.62,49,8,8,FALSE,4,44,Male,14,Sales,Manager," $40,000 ",2,1,N/A,,,,,,,,,,,,
686,6,3.5230,1,7,3,2,0.84,36,6,7,FALSE,9,58,Male,18,Finance,Clerk," $40,000 ",5,10,Higher Salary,,,,,,,,,,,,
687,9,0.0000,3,5,0,1,1,45,6,12,FALSE,8,58,Male,17,Marketing,Clerk," $40,000 ",3,6,Relocation,,,,,,,,,,,,
688,10,0.3005,5,2,2,8,0.5,34,5,3,FALSE,3,31,Male,16,Marketing,Clerk," $40,000 ",4,8,Career Change,,,,,,,,,,,,
689,2,1.9485,0,5,3,9,0.98,41,10,7,FALSE,3,31,Male,8,Finance,Clerk," $40,000 ",2,1,N/A,,,,,,,,,,,,
690,2,3.3750,8,7,2,9,0.83,46,9,9,TRUE,8,40,Male,10,HR,Clerk," $40,000 ",1,2,Relocation,,,,,,,,,,,,
691,6,1.7487,8,7,1,8,0.5,45,5,7,TRUE,2,38,Female,7,HR,Clerk," $40,000 ",3,4,Personal Reasons,,,,,,,,,,,,
692,3,3.4915,7,4,1,5,0.88,49,8,8,TRUE,9,42,Male,7,IT,Analyst," $40,000 ",2,2,Career Change,,,,,,,,,,,,
693,1,4.5137,5,1,0,1,1,45,8,8,FALSE,4,35,Male,6,Sales,Executive," $40,000 ",1,9,Retirement,,,,,,,,,,,,
694,2,4.6795,3,6,0,9,0.77,48,7,10,FALSE,6,30,Female,6,Sales,Clerk," $40,000 ",3,10,Personal Reasons,,,,,,,,,,,,
695,7,2.5681,1,3,1,6,1,44,5,8,FALSE,3,22,Male,10,Sales,Executive," $40,000 ",2,8,Personal Reasons,,,,,,,,,,,,
696,4,3.3627,7,5,0,7,0.81,41,8,11,TRUE,3,34,Female,10,IT,Clerk," $40,000 ",2,8,Relocation,,,,,,,,,,,,
697,2,2.8091,6,4,0,8,0.5,39,7,8,TRUE,3,25,Female,8,Sales,Assistant," $40,000 ",3,4,Personal Reasons,,,,,,,,,,,,
698,8,2.3966,3,2,2,5,1,31,10,6,TRUE,10,22,Female,6,Finance,Clerk," $40,000 ",2,5,Higher Salary,,,,,,,,,,,,
699,4,1.6593,2,7,1,6,0.5,36,4,9,FALSE,2,61,Male,19,IT,Manager," $40,000 ",5,4,Career Change,,,,,,,,,,,,
700,4,2.8566,5,5,2,7,0.52,42,6,9,FALSE,8,53,Male,20,Finance,Analyst," $40,665 ",3,9,Higher Salary,,,,,,,,,,,,
701,2,3.2185,0,7,1,7,0.55,32,6,5,FALSE,9,55,Female,10,IT,Assistant," $40,000 ",2,2,Relocation,,,,,,,,,,,,
702,1,3.6668,1,9,1,2,1,44,10,8,TRUE,8,49,Male,18,Sales,Assistant," $47,501 ",1,8,N/A,,,,,,,,,,,,
703,1,3.5717,6,4,0,1,0.5,30,5,3,FALSE,10,52,Male,8,Finance,Manager," $40,000 ",1,2,Relocation,,,,,,,,,,,,
704,3,3.4776,2,5,1,8,0.53,32,6,10,TRUE,3,29,Female,8,Finance,Clerk," $40,000 ",5,1,Career Change,,,,,,,,,,,,
705,6,1.9477,0,9,0,5,0.66,39,7,9,TRUE,7,60,Female,24,Finance,Analyst," $43,377 ",3,10,Personal Reasons,,,,,,,,,,,,
706,7,0.6059,1,10,2,10,0.73,44,9,3,TRUE,10,47,Male,16,IT,Assistant," $40,000 ",2,3,Retirement,,,,,,,,,,,,
707,9,1.5413,9,4,0,2,0.69,35,6,9,TRUE,2,55,Female,17,Marketing,Analyst," $41,283 ",2,9,Relocation,,,,,,,,,,,,
